step,epoch,delay_ms,path_type,switched,delta_delay_ms
313,2025-12-05 06:52:10.000,21.283408164978027,sat,0,
314,2025-12-05 06:52:20.000,21.249509811401367,sat,1,-0.033898353576660156
315,2025-12-05 06:52:30.000,21.085684776306152,sat,0,
316,2025-12-05 06:52:40.000,20.921234130859375,sat,0,
317,2025-12-05 06:52:50.000,20.756217002868652,sat,0,
318,2025-12-05 06:53:00.000,20.590689659118652,sat,0,
319,2025-12-05 06:53:10.000,20.42471408843994,sat,0,
320,2025-12-05 06:53:20.000,20.258353233337402,sat,0,
321,2025-12-05 06:53:30.000,20.0916690826416,sat,0,
322,2025-12-05 06:53:40.000,19.924728393554688,sat,0,
323,2025-12-05 06:53:50.000,19.75759792327881,sat,0,
324,2025-12-05 06:54:00.000,19.590343475341797,sat,0,
325,2025-12-05 06:54:10.000,19.42304039001465,sat,0,
326,2025-12-05 06:54:20.000,19.255757331848145,sat,0,
327,2025-12-05 06:54:30.000,19.08856964111328,sat,0,
328,2025-12-05 06:54:40.000,18.921554565429688,sat,0,
329,2025-12-05 06:54:50.000,18.75478744506836,sat,0,
330,2025-12-05 06:55:00.000,18.58835220336914,sat,0,
331,2025-12-05 06:55:10.000,18.422327995300293,sat,0,
332,2025-12-05 06:55:20.000,18.256800651550293,sat,0,
333,2025-12-05 06:55:30.000,18.091856002807617,sat,0,
334,2025-12-05 06:55:40.000,17.92758274078369,sat,0,
335,2025-12-05 06:55:50.000,17.764071464538574,sat,0,
336,2025-12-05 06:56:00.000,13.401185512542725,sat,1,-4.36288595199585
337,2025-12-05 06:56:10.000,13.351014614105225,sat,0,
338,2025-12-05 06:56:20.000,13.34443998336792,sat,0,
339,2025-12-05 06:56:30.000,13.379528999328613,sat,0,
340,2025-12-05 06:56:40.000,13.453444004058838,sat,0,
341,2025-12-05 06:56:50.000,23.355552673339844,sat,1,9.902108669281006
342,2025-12-05 06:57:00.000,23.207239151000977,sat,0,
343,2025-12-05 06:57:10.000,23.057812690734863,sat,0,
344,2025-12-05 06:57:20.000,22.90731906890869,sat,0,
345,2025-12-05 06:57:30.000,22.75580406188965,sat,0,
346,2025-12-05 06:57:40.000,22.60331630706787,sat,0,
347,2025-12-05 06:57:50.000,22.449904441833496,sat,0,
348,2025-12-05 06:58:00.000,22.295618057250977,sat,0,
349,2025-12-05 06:58:10.000,22.14051055908203,sat,0,
350,2025-12-05 06:58:20.000,21.98463249206543,sat,0,
351,2025-12-05 06:58:30.000,21.82804012298584,sat,0,
352,2025-12-05 06:58:40.000,21.670788764953613,sat,0,
353,2025-12-05 06:58:50.000,21.512935638427734,sat,0,
354,2025-12-05 06:59:00.000,21.354538917541504,sat,0,
355,2025-12-05 06:59:10.000,21.195659637451172,sat,0,
356,2025-12-05 06:59:20.000,21.036357879638672,sat,0,
357,2025-12-05 06:59:30.000,20.876700401306152,sat,0,
358,2025-12-05 06:59:40.000,20.716751098632812,sat,0,
359,2025-12-05 06:59:50.000,20.556577682495117,sat,0,
